data_name, n_samples, scenario, cf_label, trial, fold1 , fold2 , fold3 , fold4 , fold5 , avg_ate , tp_model_name, tp_loss_name, tp_n_epochs, tp_batch_size, tp_patience, tp_scheduler_patience, tp_scheduler_factor, tp_n_splits, tp_network_depth, tp_network_width, tp_use_u_statistic, tp_kernel_gamma, tp_learning_rate     , tp_l2_penalty
sgd      ,      5000,        1, sgd_cf  ,     1, 2.005 , 1.9021, 2.0827, 1.9792, 1.8508, 1.963958, nmmr_h       , U_statistic ,         150,           500,          30,                    15,                 0.5,           5,                4,               45, True              ,             1.0, 0.0013561650853986397, 3.6815873954325337e-06
sgd      ,      5000,        1, sgd_cf  ,     2, 1.9259, 2.0546, 1.8849, 1.8457, 1.9061, 1.923442, nmmr_h       , U_statistic ,         150,           500,          30,                    15,                 0.5,           5,                4,               45, True              ,             1.0, 0.0013561650853986397, 3.6815873954325337e-06
sgd      ,      5000,        1, sgd_cf  ,     3, 2.0204, 2.0002, 2.1809, 2.0902, 1.9096, 2.04028 , nmmr_h       , U_statistic ,         150,           500,          30,                    15,                 0.5,           5,                4,               45, True              ,             1.0, 0.0013561650853986397, 3.6815873954325337e-06
sgd      ,      5000,        1, sgd_cf  ,     4, 1.898 , 2.0429, 1.9568, 1.9272, 1.957 , 1.956382, nmmr_h       , U_statistic ,         150,           500,          30,                    15,                 0.5,           5,                4,               45, True              ,             1.0, 0.0013561650853986397, 3.6815873954325337e-06
sgd      ,      5000,        1, sgd_cf  ,     5, 2.0865, 1.9639, 2.0221, 2.0027, 1.9484, 2.004717, nmmr_h       , U_statistic ,         150,           500,          30,                    15,                 0.5,           5,                4,               45, True              ,             1.0, 0.0013561650853986397, 3.6815873954325337e-06
sgd      ,      5000,        1, sgd_cf  ,     6, 2.0559, 2.0429, 2.1456, 2.0122, 1.9942, 2.05017 , nmmr_h       , U_statistic ,         150,           500,          30,                    15,                 0.5,           5,                4,               45, True              ,             1.0, 0.0013561650853986397, 3.6815873954325337e-06
sgd      ,      5000,        1, sgd_cf  ,     7, 2.1211, 2.0627, 2.0511, 2.0738, 2.035 , 2.068719, nmmr_h       , U_statistic ,         150,           500,          30,                    15,                 0.5,           5,                4,               45, True              ,             1.0, 0.0013561650853986397, 3.6815873954325337e-06
sgd      ,      5000,        1, sgd_cf  ,     8, 1.8972, 1.9496, 1.8972, 1.9473, 1.8898, 1.916217, nmmr_h       , U_statistic ,         150,           500,          30,                    15,                 0.5,           5,                4,               45, True              ,             1.0, 0.0013561650853986397, 3.6815873954325337e-06
sgd      ,      5000,        1, sgd_cf  ,     9, 1.8745, 1.9456, 2.0227, 1.9205, 1.8708, 1.926824, nmmr_h       , U_statistic ,         150,           500,          30,                    15,                 0.5,           5,                4,               45, True              ,             1.0, 0.0013561650853986397, 3.6815873954325337e-06
sgd      ,      5000,        1, sgd_cf  ,    10, 1.9076, 2.0046, 1.7211, 2.1031, 2.0964, 1.966565, nmmr_h       , U_statistic ,         150,           500,          30,                    15,                 0.5,           5,                4,               45, True              ,             1.0, 0.0013561650853986397, 3.6815873954325337e-06
