Trial,PIPW,POR,PDR
79,0.5132933855056763,-0.531235933303833,-0.61192673
80,-1.9471914768218994,-1.3548824787139893,-1.2667271
81,-1.0923402309417725,-1.1337653398513794,-0.9078658
82,-0.44269323348999023,-1.692868709564209,-1.415428
83,-1.051638126373291,-0.779476523399353,-0.8654736
84,-0.020090103149414062,-1.0410929918289185,-1.1638077
85,-1.6842690706253052,-1.021417260169983,-1.3210672
86,-0.6775760650634766,-1.0608222484588623,-0.988026
87,-0.2845141291618347,-0.914178729057312,-1.1010895
88,-0.8459782600402832,-0.9993364214897156,-1.0130372
89,-0.5510510802268982,-0.762615442276001,-0.7065359
90,-0.47298556566238403,-1.1740562915802002,-1.1512471
91,-1.2140525579452515,-0.6126595735549927,-0.67417645
92,-1.2132043838500977,-1.3341052532196045,-1.3256929
93,-0.4448799192905426,-1.0040795803070068,-0.8502229
94,-1.43538236618042,-1.494800090789795,-1.1972736
95,-1.406241774559021,-1.513720989227295,-1.4608532
96,-0.8265355825424194,-0.9753527045249939,-0.8604988
97,-2.134603977203369,-1.265721082687378,-1.2498997
98,-0.24126985669136047,-0.7235131859779358,-0.8804754
99,-0.6941063404083252,-0.8056690692901611,-0.6695453
