Trial, PIPW              , POR               , PDR
    0, 1.6452974081039429, 1.9185612201690674, 1.9863789
    1, 2.155064821243286 , 1.906587839126587 , 2.0620427
    2, 1.9298374652862549, 1.9189780950546265, 1.9920992
    3, 1.7067795991897583, 1.9264284372329712, 1.9841502
    4, 2.032200336456299 , 1.907701849937439 , 2.0632904
    5, 1.6203954219818115, 1.9316917657852173, 2.0227902
    6, 1.7246654033660889, 1.9296761751174927, 2.0515594
    7, 2.02439022064209  , 1.9091516733169556, 1.899832
    8, 2.266413688659668 , 1.9218499660491943, 1.9235827
    9, 1.957213282585144 , 1.920789361000061 , 1.99995
   10, 2.0298266410827637, 1.9065061807632446, 2.0268342
   11, 1.9557160139083862, 1.9197392463684082, 2.0311012
   12, 1.9503239393234253, 1.9102128744125366, 1.8891945
   13, 1.9189132452011108, 1.9222280979156494, 1.9963528
   14, 1.8281431198120117, 1.9198331832885742, 2.0130188
   15, 1.9490811824798584, 1.9180171489715576, 1.9524375
   16, 2.0717246532440186, 1.9103466272354126, 2.0027719
   17, 1.8931341171264648, 1.905032753944397 , 1.9570906
   18, 1.761804223060608 , 1.9085191488265991, 2.0165682
   19, 2.1355221271514893, 1.917259693145752 , 2.0320888
   20, 1.8994663953781128, 1.9125781059265137, 2.0832613
   21, 1.7749841213226318, 1.925671100616455 , 1.9272678
   22, 1.868894100189209 , 1.891655445098877 , 1.9717789
   23, 1.880963683128357 , 1.9176071882247925, 2.0765386
   24, 1.9475083351135254, 1.912096381187439 , 2.0185199
   25, 1.8295437097549438, 1.9220099449157715, 2.0304449
   26, 1.9705952405929565, 1.917059302330017 , 2.0229568
   27, 1.904024362564087 , 1.914796233177185 , 2.03816
   28, 2.086378574371338 , 1.9214483499526978, 1.9075623
   29, 2.0971086025238037, 1.9135593175888062, 2.017408
   30, 1.7398333549499512, 1.9251832962036133, 2.0413692
   31, 1.8273893594741821, 1.9110521078109741, 2.073518
   32, 2.300394296646118 , 1.923309326171875 , 1.9749672
   33, 1.9492610692977905, 1.9356476068496704, 1.9944805
   34, 1.7679624557495117, 1.912075400352478 , 2.0112052
   35, 1.914578914642334 , 1.9223945140838623, 1.9604284
   36, 2.075509548187256 , 1.9197454452514648, 1.9793564
   37, 1.6084940433502197, 1.9071358442306519, 2.031824
   38, 2.179327964782715 , 1.9237319231033325, 1.986438
   39, 1.751342535018921 , 1.922630786895752 , 2.0516374
   40, 2.114168882369995 , 1.915198802947998 , 2.017113
   41, 1.667724609375    , 1.9353325366973877, 2.0482366
   42, 1.9514700174331665, 1.916396975517273 , 1.9955941
   43, 1.864804983139038 , 1.9156925678253174, 1.9684025
   44, 2.0318398475646973, 1.918971300125122 , 1.9769238
   45, 2.0078773498535156, 1.9211252927780151, 2.058068
   46, 1.560602068901062 , 1.920239806175232 , 2.0318263
   47, 2.024559736251831 , 1.915675401687622 , 2.0401168
   48, 2.0317463874816895, 1.9176311492919922, 1.9673703
   49, 2.0256187915802   , 1.9176862239837646, 2.0167732
   50, 1.8776806592941284, 1.9309844970703125, 2.0506866
   51, 1.990064024925232 , 1.9115749597549438, 2.0060112
   52, 1.8650548458099365, 1.918204665184021 , 2.0751722
   53, 1.9881337881088257, 1.9233771562576294, 1.9731088
