POR_s1            , PIPW_s1           , PDR_s1            , POR_s2            , PIPW_s2           , PDR_s2            , POR_s3            , PIPW_s3           , PDR_s3            , POR_s4            , PIPW_s4           , PDR_s4
2.001344416965858 , 2.0019607783964637, 2.0019607783964646, 1.649448804781869 , 1.623884630399763 , 1.6238846303997638, 2.0144787414370002, 2.015342041787373 , 2.0153420417873678, 1.9839156128567552, 2.0003099702613216, 2.0003099702613287
2.0256619703258467, 2.0240149217796573, 2.0240149217796577, 2.0049572022624176, 2.003355374367737 , 2.003355374367737 , 2.0276013133333697, 2.0160572697337797, 2.016057269733779 , 2.169801326507887 , 2.174723025329566 , 2.1747230253295617
1.9964491784958591, 2.001462448800154 , 2.001462448800154 , 1.9040039772484365, 1.922740212164769 , 1.9227402121647699, 1.9938344494213802, 1.9937357491823084, 1.993735749182305 , 2.132389679240518 , 2.1469169853780348, 2.1469169853780334
2.0128342102950363, 2.0171223430467946, 2.0171223430467955, 2.0968129164000118, 2.104576175777203 , 2.1045761757772037, 2.0038949392713414, 2.0096798676502563, 2.0096798676502563, 2.194974170985887 , 2.2098608292011432, 2.209860829201149
1.9661050984469803, 1.963949427875066 , 1.9639494278750655, 1.9127721278029526, 1.8935365365576833, 1.8935365365576835, 1.9564604969575288, 1.9427698776521476, 1.9427698776521432, 2.139996791737495 , 2.1449792500384133, 2.1449792500384093
1.993767526588551 , 1.9931437949219977, 1.9931437949219977, 2.074866310921621 , 2.0673199468596852, 2.0673199468596852, 1.987756673663136 , 1.9995930128778927, 1.9995930128778943, 2.238900471837063 , 2.2353376978238444, 2.2353376978238457
1.974778278317103 , 1.9781259546906724, 1.9781259546906715, 2.007392956256524 , 2.0092272599503462, 2.0092272599503462, 1.9846045557075653, 1.9894397945357407, 1.9894397945357356, 2.1953724943875557, 2.182156861222108 , 2.1821568612221114
1.9900929919466621, 1.989606364207683 , 1.9896063642076838, 2.052861821137796 , 2.0504151971368714, 2.0504151971368714, 2.0109844357882274, 2.0122194952201693, 2.0122194952201617, 2.2001717514679697, 2.204735646533717 , 2.204735646533716
2.018397452388858 , 2.0154567122192253, 2.015456712219226 , 2.0239476078840113, 2.0309855904395167, 2.0309855904395158, 2.0205680279780305, 2.007617408468907 , 2.007617408468907 , 2.180100946080934 , 2.1771128141706555, 2.1771128141706577
1.9901339718493047, 1.997265641992521 , 1.9972656419925205, 2.0065810823908805, 2.017403840001116 , 2.0174038400011143, 1.9810883015079919, 1.9940070416360602, 1.9940070416360591, 2.1870669990711065, 2.195626629585842 , 2.195626629585839
